SCC, 0.054, 2048, 2209, 0.50, 0 2048, 2209, 11, 936, 966
Toroslu, 0.085, 2048, 2209, 0.50, 0 2048, 2209, 11, 936, 966
Dijkstra, 1.624, 2048, 2209, 0.50, 0 2048, 2209, 11, 936, 966
Tree, 0.059, 2048, 2217, 0.50, 0 2048, 2217, 11, 579, 603
SCC, 0.047, 2048, 2217, 0.50, 0 2048, 2217, 11, 579, 603
Toroslu, 0.074, 2048, 2217, 0.50, 0 2048, 2217, 11, 579, 603
Dijkstra, 1.718, 2048, 2217, 0.50, 0 2048, 2217, 11, 579, 603
Tree, 0.123, 2048, 4153, 1.00, 0 2048, 4153, 11, 463, 926
SCC, 0.077, 2048, 4153, 1.00, 0 2048, 4153, 11, 463, 926
Toroslu, 0.263, 2048, 4153, 1.00, 0 2048, 4153, 11, 463, 926
Dijkstra, 4.193, 2048, 4153, 1.00, 0 2048, 4153, 11, 463, 926
Tree, 0.108, 2048, 4150, 1.00, 0 2048, 4150, 11, 551, 1102
SCC, 0.065, 2048, 4150, 1.00, 0 2048, 4150, 11, 551, 1102
Toroslu, 0.241, 2048, 4150, 1.00, 0 2048, 4150, 11, 551, 1102
Dijkstra, 3.485, 2048, 4150, 1.00, 0 2048, 4150, 11, 551, 1102
Tree, 0.123, 2048, 4145, 1.00, 0 2048, 4145, 11, 635, 1270
SCC, 0.080, 2048, 4145, 1.00, 0 2048, 4145, 11, 635, 1270
Toroslu, 0.305, 2048, 4145, 1.00, 0 2048, 4145, 11, 635, 1270
Dijkstra, 4.472, 2048, 4145, 1.00, 0 2048, 4145, 11, 635, 1270
Tree, 0.324, 2048, 35809, 1.50, 0 2048, 35809, 11, 400, 8400
SCC, 0.158, 2048, 35809, 1.50, 0 2048, 35809, 11, 400, 8400
Toroslu, 0.757, 2048, 35809, 1.50, 0 2048, 35809, 11, 400, 8400
Dijkstra, 5.694, 2048, 35809, 1.50, 0 2048, 35809, 11, 400, 8400
Tree, 0.375, 2048, 39672, 1.50, 0 2048, 39672, 11, 689, 18774
SCC, 0.221, 2048, 39672, 1.50, 0 2048, 39672, 11, 689, 18774
Toroslu, 1.652, 2048, 39672, 1.50, 0 2048, 39672, 11, 689, 18774
Dijkstra, 5.865, 2048, 39672, 1.50, 0 2048, 39672, 11, 689, 18774
Tree, 0.284, 2048, 35862, 1.50, 0 2048, 35862, 11, 422, 9090
SCC, 0.147, 2048, 35862, 1.50, 0 2048, 35862, 11, 422, 9090
Toroslu, 0.816, 2048, 35862, 1.50, 0 2048, 35862, 11, 422, 9090
Dijkstra, 5.084, 2048, 35862, 1.50, 0 2048, 35862, 11, 422, 9090
Tree, 0.494, 2048, 407542, 1.90, 0 2048, 407542, 11, 649, 221076
SCC, 0.284, 2048, 407542, 1.90, 0 2048, 407542, 11, 649, 221076
Toroslu, 1.680, 2048, 407542, 1.90, 0 2048, 407542, 11, 649, 221076
Dijkstra, 9.961, 2048, 407542, 1.90, 0 2048, 407542, 11, 649, 221076
Tree, 0.369, 2048, 316298, 1.90, 0 2048, 316298, 11, 472, 120834
SCC, 0.229, 2048, 316298, 1.90, 0 2048, 316298, 11, 472, 120834
Toroslu, 0.963, 2048, 316298, 1.90, 0 2048, 316298, 11, 472, 120834
Dijkstra, 8.068, 2048, 316298, 1.90, 0 2048, 316298, 11, 472, 120834
Tree, 0.427, 2048, 385622, 1.90, 0 2048, 385622, 11, 507, 138391
SCC, 0.240, 2048, 385622, 1.90, 0 2048, 385622, 11, 507, 138391
Toroslu, 1.366, 2048, 385622, 1.90, 0 2048, 385622, 11, 507, 138391
Dijkstra, 9.185, 2048, 385622, 1.90, 0 2048, 385622, 11, 507, 138391
Tree, 0.384, 4096, 4171, 0.10, 0 4096, 4171, 12, 1484, 1486
SCC, 0.322, 4096, 4171, 0.10, 0 4096, 4171, 12, 1484, 1486
Toroslu, 0.370, 4096, 4171, 0.10, 0 4096, 4171, 12, 1484, 1486
